"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDS34","OUT018",1494.26569378917
"FDA11","OUT049",1465.78650426506
"FDP09","OUT017",4137.82273637357
"FDB29","OUT027",2715.84901820232
"FDT19","OUT017",2649.55957403512
"DRH15","OUT017",743.40850856861
"FDY38","OUT046",3530.29899238941
"FDF14","OUT027",4002.98301789238
"FDN48","OUT010",295.493078505677
"FDQ12","OUT013",3881.55935071962
"NCJ43","OUT045",2820.21695104367
"FDE17","OUT019",368.171340313166
"FDB05","OUT035",4133.02158837569
"FDH10","OUT045",2400.74922752647
"NCR06","OUT017",698.937700615263
"FDU32","OUT018",1570.22224418627
"FDD56","OUT049",2861.95912120937
"FDO36","OUT018",2318.71528845151
"FDH16","OUT010",279.161639159055
"FDX10","OUT018",660.773876632534
"FDZ37","OUT017",1638.32458130497
"FDU31","OUT010",947.608142987156
"DRC49","OUT049",2151.47732579568
"FDL15","OUT045",2655.39880676355
"FDN32","OUT019",517.170532663665
"DRH59","OUT027",2242.77076727729
"NCU29","OUT049",2639.96193223813
"FDR37","OUT019",488.879747627396
"FDS14","OUT018",2507.53927573276
"FDU02","OUT027",6084.32374646265
"FDJ08","OUT035",3298.45006860956
"NCZ06","OUT045",3640.90786402171
"FDO31","OUT049",1349.70160598992
"FDH31","OUT018",1304.84498608135
"FDS58","OUT017",2725.57159071916
"NCA53","OUT027",1527.60184923734
"FDF50","OUT046",3314.28687894332
"NCW42","OUT049",3339.98339862821
"NCQ17","OUT045",2426.2155773586
"FDK51","OUT018",3424.94539638113
"NCW41","OUT010",568.67370365106
"NCR29","OUT017",875.080226989722
"FDB08","OUT019",394.459602493901
"FDA40","OUT027",2435.03845824845
"FDL14","OUT018",2474.36965948564
"FDB47","OUT046",3520.10265136497
"FDO03","OUT035",3931.03087184811
"DRK13","OUT019",455.432255228937
"FDX13","OUT010",789.228474589785
"FDF52","OUT046",3386.38998707295
"FDT11","OUT013",2794.21787672211
"FDB08","OUT013",2379.71512489873
"FDQ28","OUT018",2221.7883144954
"FDD29","OUT045",4427.67100787348
"NCQ29","OUT027",5691.13158319223
"NCO02","OUT013",944.401210062976
"FDR56","OUT010",579.808298544775
"NCM54","OUT049",2166.3765154196
"FDP51","OUT035",1887.81563817286
"FDT38","OUT013",1265.02251546099
"FDZ20","OUT018",3164.02554273797
"FDJ53","OUT013",1801.66815057947
"FDX13","OUT049",4362.4178888383
"FDP58","OUT035",3814.49348629899
"NCK31","OUT019",151.235247380712
"FDA35","OUT018",1552.64327124643
"FDV37","OUT018",2861.62108161822
"NCO07","OUT027",5747.80129971637
"FDA20","OUT045",2680.92832033273
"FDZ59","OUT035",2800.94387368917
"NCY17","OUT017",717.530423647337
"FDQ28","OUT035",2630.3990784428
"FDV35","OUT017",2264.73773235747
"FDQ36","OUT013",648.990591555708
"FDD34","OUT018",2656.57845551306
"FDK51","OUT045",3968.56224337073
"FDV31","OUT035",2908.50522925945
"FDR04","OUT035",1662.96321445532
"FDR14","OUT049",794.065610980443
"DRC36","OUT010",512.942582106692
"FDE39","OUT019",317.617955999312
"FDP57","OUT049",1708.94551666053
"FDE57","OUT046",2384.55428082195
"NCN18","OUT046",1782.50431275693
"NCQ05","OUT018",2298.28132677482
"FDW47","OUT035",1951.56433979166
"FDV46","OUT035",2235.4477677367
"NCP29","OUT045",1014.65876369106
"FDE09","OUT018",1487.53711562559
"NCU06","OUT027",5325.21819216442
"FDT19","OUT010",582.873001675686
"DRF15","OUT017",2184.90312508788
"DRI51","OUT013",2705.17619255389
"NCX54","OUT013",1626.73761969687
"DRE01","OUT013",3829.54610147589
"NCB07","OUT045",2686.22578589451
"FDU50","OUT035",1794.38842601911
"FDG40","OUT035",676.826805028414
"FDW10","OUT018",2314.9496571637
"FDX51","OUT013",2871.40195053924
"NCP17","OUT045",1060.19731916887
"FDP21","OUT035",3331.74789977366
"FDL04","OUT045",1530.6065418614
"FDV23","OUT013",1977.9048780275
"FDF24","OUT046",1443.1318002621
"FDH56","OUT027",3001.79585275192
"FDB51","OUT049",1043.62929245014
"FDI58","OUT027",2770.72389645362
"FDR20","OUT013",737.475570149766
"FDC51","OUT018",1482.13749373187
"FDB16","OUT027",2591.20635255204
"FDE40","OUT049",875.174675217782
"NCM17","OUT035",855.754677123803
"FDU56","OUT035",3265.86674374835
"FDS32","OUT019",397.880365918329
"FDX02","OUT049",3423.96771211389
"FDT39","OUT027",4106.38548244534
"FDE35","OUT017",954.813027259801
"NCI42","OUT019",702.179054308316
"DRL23","OUT046",1729.0894513697
"FDA10","OUT046",1914.6733683583
"FDA11","OUT013",1408.79349917786
"NCM06","OUT046",2532.04911302472
"NCT05","OUT035",3920.51855836634
"NCQ02","OUT010",644.283901768214
"NCY06","OUT049",2126.21763542648
"FDY56","OUT035",3756.92033939706
"FDL02","OUT035",1578.61794010617
"NCI06","OUT035",3154.14475660015
"FDQ14","OUT045",2413.79826908066
"FDQ12","OUT017",3891.77153336841
"FDP36","OUT046",810.64004980998
"FDK21","OUT027",6275.2966117637
"FDO40","OUT045",2583.88365066148
"NCK54","OUT019",309.485855431521
"FDY09","OUT018",2559.23317184835
"NCW30","OUT049",3829.4761778467
"NCC55","OUT027",1358.72330661438
"FDE58","OUT018",1599.17824301334
"FDR39","OUT013",2927.66051403776
"FDU28","OUT049",3213.47768017432
"FDH08","OUT017",3901.42859514105
"FDG35","OUT045",2718.78495338693
"FDG22","OUT049",616.703898198427
"FDC34","OUT035",3005.81772558951
"FDP15","OUT018",3213.39084904254
"FDK34","OUT010",759.008412191228
"FDU45","OUT035",1991.63316584109
"FDQ04","OUT027",1526.42741742913
"FDX22","OUT018",2899.34624108303
"FDB45","OUT017",1606.30172465557
"NCH43","OUT027",5508.55495219669
"DRE60","OUT046",3200.45785794351
"FDD17","OUT027",5899.39641593311
"NCM54","OUT017",2115.08004691732
"NCH55","OUT013",1855.37655580348
"NCT06","OUT017",2632.34882275999
"FDA48","OUT027",5534.0277900655
"FDY58","OUT027",5793.74948426778
"FDO25","OUT045",3522.07357700723
"FDN50","OUT045",1398.57712526608
"FDH35","OUT035",2990.50352733003
"FDK09","OUT045",3747.12984804496
"FDO16","OUT013",1536.17653507841
"FDW11","OUT045",938.745838303463
"FDU47","OUT027",4014.4975569455
"NCQ42","OUT010",509.737980293655
"FDK55","OUT027",2528.69178011674
"FDN08","OUT049",1739.01943724561
"FDT57","OUT045",3766.57651516455
"FDJ12","OUT018",3105.695051831
"DRL59","OUT017",852.567027037192
"NCN53","OUT046",809.454865232098
"FDO51","OUT010",203.063996709048
"FDK56","OUT017",3025.80884603423
"FDY12","OUT035",905.240971451644
"FDU15","OUT035",754.337074288724
"FDQ19","OUT046",3912.35330778467
"DRF15","OUT045",2470.00190904855
"DRE25","OUT019",238.249012756778
"FDK57","OUT018",1721.43728509752
"FDD33","OUT010",838.746860671708
"FDR34","OUT027",5691.62931885704
"FDU04","OUT045",1925.01217831534
"FDE35","OUT019",258.929107210501
"NCD31","OUT035",3159.53687987275
"FDJ56","OUT035",1810.6656899566
"NCU53","OUT046",2635.56754007753
"FDD39","OUT035",3507.27913225029
"NCU17","OUT019",285.809081965992
"FDJ20","OUT046",2045.10397966987
"NCW41","OUT018",2333.9016977191
"FDL52","OUT035",816.957449739781
"FDS39","OUT035",2527.14889516347
"DRJ47","OUT045",2904.5328600084
"FDP13","OUT010",167.541420449569
"DRK39","OUT010",310.112883994516
"FDF28","OUT010",392.911901093818
"FDB09","OUT045",1843.5157820473
"FDM51","OUT046",1667.21763502218
"DRM49","OUT018",706.390454638364
"DRF23","OUT013",2679.56660140549
"DRH01","OUT035",2940.8535008383
"FDH12","OUT027",2786.090386697
"FDA28","OUT019",290.929847472729
"FDW37","OUT018",1188.88241428516
"FDF02","OUT046",1713.80043950243
"DRL37","OUT046",681.975311701256
"NCF43","OUT046",2091.25585202775
"FDH08","OUT010",829.911538919488
"FDR34","OUT019",570.681919472515
"NCK19","OUT049",3562.23389948009
"NCD55","OUT018",595.917569408588
"FDT27","OUT049",3589.36441157344
"FDQ57","OUT045",2224.84394580909
"FDA47","OUT035",2659.96635859162
"DRG15","OUT027",2320.52368737994
"FDE05","OUT018",2125.07849984227
"FDN46","OUT046",1772.3070298152
"FDX27","OUT027",2575.67842671363
"FDT51","OUT045",1643.25081312544
"FDU33","OUT013",773.450717601679
"FDJ16","OUT027",1719.45303142329
"FDD20","OUT019",302.408134276983
"FDT36","OUT049",626.016121172611
"DRF15","OUT027",3818.70372772312
"FDN52","OUT010",248.140109305503
"FDC22","OUT027",4874.19721484396
"FDX15","OUT045",2824.35722407253
"FDT13","OUT013",3339.94661421343
"FDU04","OUT017",2320.9794717
"FDU31","OUT019",515.465168217369
"FDW59","OUT027",2434.96680905192
"NCO29","OUT046",2558.99029316863
"FDL15","OUT035",2524.73729208757
"FDI41","OUT049",2295.44297060598
"FDQ48","OUT049",1575.69165721049
"DRI39","OUT013",716.488089714906
"FDI08","OUT013",3926.6672519752
"FDC21","OUT049",1661.48692369102
"FDF58","OUT035",1202.96201547515
"FDS08","OUT010",583.517826494776
"FDE47","OUT045",1886.96605871874
"NCP18","OUT019",356.588902783254
"NCR41","OUT013",1425.65113972008
"FDA27","OUT013",3760.70505884523
"FDA43","OUT035",3436.71434840793
"FDA49","OUT045",1279.69393995491
"NCE55","OUT018",2462.22615081383
"DRM49","OUT027",1642.56328783473
"FDF22","OUT027",5676.05582423422
"FDQ15","OUT018",1129.34008880269
"NCS54","OUT017",3249.17858579097
"NCY05","OUT013",593.675027773153
"FDR45","OUT046",3617.84634295285
"FDK57","OUT049",2001.65138551886
"FDF41","OUT010",705.024236204016
"FDV21","OUT046",2308.93791131308
"FDD51","OUT046",736.526250097619
"FDF33","OUT046",1783.88992663333
"FDA38","OUT046",4204.89223357486
"FDR56","OUT045",2864.72198942738
"NCN41","OUT017",2077.75067838049
"FDC60","OUT027",2740.82510987348
"FDB47","OUT045",3312.94387675179
"DRH01","OUT013",2938.35578758977
"FDW08","OUT046",1750.01221187681
"FDF38","OUT027",1405.96924595575
"FDY32","OUT017",2526.92942457813
"FDG34","OUT049",1632.62103823905
"FDG47","OUT019",568.674326202527
"NCF18","OUT035",3011.86686637695
"FDL39","OUT019",439.472399139739
"NCH55","OUT035",1983.44918480619
"DRJ35","OUT049",882.770240760151
"FDS44","OUT035",3762.79473140676
"DRE01","OUT018",3327.91925673418
"FDY39","OUT013",2820.1420371119
"FDY32","OUT018",2458.89861914473
"FDR33","OUT027",2920.9181286917
"NCP50","OUT049",1262.00144778146
"FDZ47","OUT018",1288.05678222498
"FDU57","OUT049",2445.51998041481
"FDY44","OUT013",3125.102233874
"DRH59","OUT018",1050.00147230651
"FDB03","OUT027",6125.77505942897
"FDY46","OUT045",2711.83311911956
"FDM39","OUT045",2305.36769025179
"FDY36","OUT035",1349.30035293969
"NCM55","OUT035",3318.19518750862
"FDJ50","OUT010",230.844688531432
"DRL60","OUT013",2457.58441692997
"NCJ54","OUT049",3688.52266854174
"FDX59","OUT017",593.861514839057
"FDI07","OUT013",2928.25871570666
"DRF51","OUT010",152.652181802205
"FDM14","OUT017",1864.28648113591
"FDP21","OUT045",3049.10220027682
"FDE40","OUT035",1128.03962148721
"FDE05","OUT035",2685.62662630227
"FDM13","OUT027",3398.87344957848
"FDC34","OUT027",4242.19710170618
"NCI55","OUT018",1728.94631960019
"NCE43","OUT018",2365.6216249576
"FDW58","OUT018",1333.9212813051
"FDG60","OUT045",3470.81108761935
"FDV31","OUT017",2634.4691343539
"FDR47","OUT013",2886.56276504604
"FDM60","OUT019",125.111115929892
"NCF06","OUT018",3027.19294394899
"NCN26","OUT027",2930.53787839379
"FDQ59","OUT049",1442.94675042387
"FDF09","OUT046",762.12783381101
"NCS06","OUT017",4043.59290652985
"FDT44","OUT046",1919.99362589018
"FDI19","OUT017",3930.39038891615
"FDT22","OUT017",858.841482937211
"NCF54","OUT027",4665.32765063026
"DRG25","OUT045",2962.3357671343
"FDB59","OUT017",2949.07079481378
"FDQ37","OUT017",2992.9720301286
"FDP56","OUT035",880.838317681292
"FDW44","OUT035",2988.18486805891
"FDJ26","OUT010",803.604546004196
"FDU43","OUT018",3207.20132680369
"FDW33","OUT045",1475.76617412629
"NCX53","OUT027",3453.00355300187
"FDN56","OUT010",609.448011025851
"DRF15","OUT049",2276.63737291226
"FDO33","OUT017",2038.88975974034
"FDZ39","OUT010",334.485827692408
"NCJ19","OUT017",953.144727478078
"FDU01","OUT035",3153.57111487031
"FDT12","OUT035",4239.0870777457
"NCM18","OUT018",803.407555647557
"FDP19","OUT017",2484.3127076623
"NCR42","OUT049",684.591312936548
"FDN10","OUT046",2092.03492258892
"FDG44","OUT017",1072.68016159752
"FDQ10","OUT046",2719.94970888562
"DRH13","OUT049",1558.30738405146
"FDT52","OUT013",4140.56382320142
"FDM56","OUT045",1711.19045944712
"NCO43","OUT010",455.347624784804
"NCV29","OUT035",3299.16649915733
"NCF06","OUT013",3851.54073905903
"FDO50","OUT035",1381.42861227807
"FDT59","OUT013",4017.59953298293
"FDX40","OUT027",1335.80699262128
"FDE50","OUT017",2981.37441210128
"FDX51","OUT017",3080.16354232597
"NCD30","OUT018",1409.92492223949
"FDK15","OUT013",1624.51245182344
"FDL12","OUT045",910.915037607533
"FDK46","OUT017",4191.67984577178
"DRH49","OUT010",341.351052627852
"FDQ57","OUT046",2533.83648748302
"FDY59","OUT017",1801.13478956111
"FDO09","OUT018",3275.54141382638
"NCG30","OUT035",1926.56769329931
"FDM09","OUT017",3009.07676271735
"NCN17","OUT027",2802.79595896361
"NCS42","OUT013",1465.77729122392
"FDD02","OUT019",300.26472140736
"FDE34","OUT013",3091.38337414218
"FDU38","OUT045",2664.21599017775
"FDB33","OUT046",2381.0907382621
"NCJ29","OUT017",1544.69779355897
"FDZ27","OUT035",898.591683936073
"FDI40","OUT013",1757.5136171151
"FDG22","OUT013",633.438085762143
"FDT51","OUT017",1782.25392585342
"FDF20","OUT018",2949.92759649211
"FDV50","OUT035",1944.44790157482
"FDT02","OUT049",651.587359377083
"DRC49","OUT017",2565.36256564656
"FDF26","OUT049",2478.24574827965
"FDV52","OUT035",1758.55292708027
"FDX59","OUT049",653.956654647037
"FDV25","OUT035",4120.63295109988
"FDW23","OUT027",1509.07797607887
"FDE53","OUT018",1419.10499416937
"FDA19","OUT017",2100.60282715582
"FDH22","OUT046",2166.89698117729
"NCO41","OUT013",1618.66257621557
"FDX12","OUT017",4352.99820032729
"FDF17","OUT013",2768.38873326342
"FDS11","OUT045",3659.33682552461
"FDR51","OUT035",2775.86205544201
"FDT49","OUT010",255.516556852435
"FDC56","OUT013",1878.98607895044
"FDR13","OUT027",2929.08845201169
"FDQ60","OUT035",2007.0382248965
"FDN38","OUT049",4214.12166943513
"NCL29","OUT013",2445.91787717617
"FDO13","OUT027",4451.52104142036
"FDE26","OUT018",2045.18012398907
"FDA31","OUT010",554.946650390005
"FDX14","OUT035",1347.75573846918
"FDA34","OUT045",2856.47087851711
"FDF26","OUT013",2420.36371012963
"FDE38","OUT045",2432.55106507863
"DRI11","OUT046",1891.81069848948
"FDQ60","OUT027",2981.12357497557
"FDL21","OUT027",1392.38263304776
"DRC12","OUT027",5032.77391696872
"FDC47","OUT046",3205.7917718433
"FDE57","OUT045",2033.47704498124
"FDT14","OUT045",1873.32069424726
"NCZ53","OUT046",3370.55427934812
"FDE28","OUT018",3370.94790087901
"FDR19","OUT035",2745.9071470584
"NCF54","OUT019",435.747592226883
"FDZ08","OUT046",1415.15466658531
"NCJ05","OUT018",2268.06630069471
"FDF59","OUT046",2230.74112373456
"NCO05","OUT035",1904.71469923671
"FDW24","OUT018",753.5968786487
"NCX42","OUT018",2596.36221194489
"NCA53","OUT035",902.049053461324
"FDI45","OUT019",407.070173521498
"FDG46","OUT046",2099.84022860819
"FDM20","OUT010",883.4737213026
"FDW11","OUT010",265.581403506146
"FDX08","OUT035",3340.86990358832
"NCK17","OUT035",767.576947250407
"FDK32","OUT018",2141.67308561382
"NCA42","OUT035",2760.4232921816
"DRI01","OUT035",3106.97937014932
"NCL55","OUT049",3890.10431085682
"DRE25","OUT018",1236.5056231366
"FDD14","OUT017",2913.46093411797
"FDB10","OUT046",3495.76314444
"DRN11","OUT035",2561.15833258712
"FDP38","OUT018",668.103382037016
"NCA30","OUT017",2826.72599094039
"FDT15","OUT017",3154.41442631081
"NCP55","OUT018",768.662455292969
"FDF12","OUT035",2632.67888739246
"FDM21","OUT018",3167.71440237622
"FDX56","OUT035",3868.77449723961
"FDF10","OUT017",2763.19557728975
"FDT32","OUT045",2811.03164071314
"FDM51","OUT018",1319.99989847259
"NCR50","OUT018",2253.80887410809
"FDI19","OUT049",3576.42379579128
"FDX21","OUT017",1844.59193299119
"FDR31","OUT035",2652.44730341803
"FDY02","OUT013",4163.01612011255
"NCA29","OUT045",2839.73054986784
"NCX17","OUT046",3450.53724896764
"FDM12","OUT045",2757.58986325651
"FDI53","OUT027",4260.9896550556
"NCU30","OUT049",2982.07112470959
"FDC56","OUT027",3239.52177905799
"FDK27","OUT018",1526.89033873501
"NCK18","OUT017",3055.96011498312
"FDB52","OUT019",535.202635347329
"DRG25","OUT027",4900.26707056146
"FDZ13","OUT049",824.310078525689
"FDB57","OUT019",664.022359106008
"FDR40","OUT046",1635.2835336609
"NCO14","OUT019",136.58296548824
"NCN19","OUT045",2974.57984983237
"FDQ28","OUT019",341.016466183642
"FDO13","OUT018",2498.99595117572
"FDK48","OUT013",1356.4968416652
"FDU07","OUT018",2263.49242178542
"FDW20","OUT046",1988.00485537821
"FDV12","OUT010",286.597386327905
"FDH24","OUT013",2500.36435823737
"FDV59","OUT049",3480.2936596799
"FDK57","OUT045",1676.70227728804
"FDL16","OUT027",1386.55044905213
"NCQ17","OUT046",2352.96629124069
"FDJ15","OUT018",2609.37308450088
"FDX24","OUT049",1412.55597938417
"FDT47","OUT046",1984.49655303565
"FDT10","OUT049",854.091287247744
"FDZ37","OUT018",1271.63681874409
"FDW43","OUT027",5996.65556829047
"DRN36","OUT017",1647.30490020464
"FDJ14","OUT045",1394.92355681392
"FDA32","OUT013",3758.54733783297
"FDJ38","OUT019",506.367313908141
"FDQ57","OUT017",2485.38990953116
"NCQ41","OUT019",416.724195818826
"FDG56","OUT049",848.415895773531
"DRC13","OUT027",3298.48927469823
"FDV55","OUT035",2376.54105493121
"FDQ49","OUT045",2459.41856510816
"FDE29","OUT010",245.987253071954
"FDR03","OUT013",3665.59063874195
"FDD45","OUT049",1528.71166652618
"FDN38","OUT010",892.497713676322
"FDT56","OUT046",798.814868151011
"FDT48","OUT045",3055.17945430738
"FDU03","OUT049",3150.00201682976
"FDC56","OUT010",261.221205072461
"NCO43","OUT027",2729.99056717958
"FDQ27","OUT017",1813.85704770917
"FDR03","OUT046",3443.48668395045
"DRH23","OUT010",189.76091829434
"FDG22","OUT045",613.475163749907
"NCJ42","OUT013",1542.52153340084
"FDR24","OUT046",1489.89162316244
"FDW60","OUT035",2979.79849288676
"FDJ08","OUT013",3094.8943055235
"DRL59","OUT018",711.884930550515
"FDG60","OUT010",936.769917190334
"FDW27","OUT017",2584.3555192069
"FDX14","OUT018",1150.98972764282
"FDC20","OUT013",737.793674904995
"NCS29","OUT018",3096.1191286702
"FDJ56","OUT046",1710.53631403587
"FDB20","OUT019",252.152222816993
"FDL28","OUT027",5836.08536397428
"FDW01","OUT018",2159.73065657602
"FDL03","OUT046",2737.28317606557
"FDX22","OUT049",4189.46454613481
"FDJ21","OUT035",2756.43658518004
"FDR31","OUT045",2377.0592861756
"FDG21","OUT035",2824.4652500191
"FDS22","OUT027",1355.47605327042
"FDK08","OUT035",1646.29367602615
"FDE17","OUT018",2021.90030267344
"NCN30","OUT017",1595.87426508409
"FDT50","OUT046",1631.62521282748
"NCX42","OUT049",2896.75558874246
"FDJ12","OUT035",4021.08652104661
"NCA18","OUT027",2926.17986541814
"FDP23","OUT019",520.836715379995
"FDX12","OUT013",3843.57111065873
"FDN40","OUT018",2421.69324190966
"FDV48","OUT035",1475.37738977854
"NCY54","OUT013",2582.22380800341
"FDL16","OUT010",164.995580343787
"FDR45","OUT018",2807.72270865027
"FDJ52","OUT046",2444.66293819452
"DRG01","OUT017",1296.72475233199
"FDP52","OUT013",3917.85712398142
"FDU58","OUT017",3112.94207735531
"FDL02","OUT045",1528.42747382588
"FDG28","OUT013",4024.11211809247
"FDA19","OUT035",1945.33042951829
"FDW46","OUT027",1953.8486534984
"NCD43","OUT049",1566.27845818664
"DRG39","OUT013",708.266364195706
"NCF55","OUT049",743.337374959042
"FDJ07","OUT046",2047.79403716677
"FDE08","OUT046",2146.8390551587
"FDP56","OUT019",141.162338579698
"FDT45","OUT045",787.571096788289
"FDF17","OUT018",2823.79126279013
"FDX44","OUT046",1557.39190915011
"FDM28","OUT027",4842.07091743851
"FDI36","OUT049",3104.90232794122
"FDS07","OUT045",1754.13636646978
"FDD36","OUT045",1766.59761837833
"FDW11","OUT046",852.20568000913
"FDN40","OUT049",2203.62933038651
"NCQ18","OUT049",1673.75195433294
"NCQ54","OUT017",2938.43931498936
"NCS42","OUT045",1480.84831515495
"DRH39","OUT010",418.61654959583
"FDC09","OUT027",2587.1454824744
"FDT08","OUT010",462.90186797655
"FDC08","OUT035",3685.02335254688
"FDT20","OUT017",600.828062768328
"FDS35","OUT035",1172.412264245
"FDX58","OUT018",2823.5963368978
"FDW58","OUT046",1711.11803295431
"DRD27","OUT046",1468.42414281714
"FDH32","OUT019",243.224946659979
"FDS26","OUT035",4067.05742479376
"FDQ31","OUT046",1588.55991995917
"FDP11","OUT018",3023.79034981139
"FDD58","OUT017",1839.86339378195
"FDM33","OUT045",3616.5878948665
"FDZ16","OUT049",3180.38775292013
"NCS29","OUT010",1059.9069029874
"NCM18","OUT019",165.149741780814
"FDP11","OUT049",3441.14220664586
"NCC42","OUT017",2337.62011494522
"DRM23","OUT046",2439.69900270912
"NCN55","OUT027",5479.23027649997
"FDK46","OUT013",4030.74951865105
"FDR01","OUT046",3489.05143775881
"NCA05","OUT045",1992.9970853251
"NCP43","OUT017",2939.19498316163
"FDR12","OUT010",480.027923125991
"FDQ01","OUT013",3677.4824676814
"FDM13","OUT046",2314.76310453905
"FDQ19","OUT017",4138.08370462097
"FDK56","OUT019",462.93040654379
"NCX06","OUT010",614.425132109954
"FDO56","OUT027",3014.45522434234
"FDU45","OUT045",1872.52012447295
"FDI16","OUT019",183.09106746103
"FDL32","OUT046",1984.53240375333
"FDA07","OUT046",2331.91821246781
"FDA14","OUT045",2493.32413208654
"FDV46","OUT027",3334.13287927852
"NCO07","OUT035",3749.59537901239
"NCP41","OUT046",1780.4367030832
"FDY60","OUT018",1931.6227531354
"FDN38","OUT017",3867.02681185711
"FDO15","OUT046",1338.43353509974
"FDT60","OUT013",1940.12730915814
"FDA55","OUT035",3844.6257188975
"FDE02","OUT010",221.581228877873
"DRJ39","OUT049",3832.49639345961
"FDV34","OUT035",1322.74020355035
"FDS20","OUT027",5214.05399550422
"FDF02","OUT027",2738.45485636293
"FDW40","OUT017",2555.38688275738
"NCB43","OUT046",2563.28719605782
"FDR58","OUT017",1717.92615217127
"DRJ59","OUT035",742.19158679818
"NCD30","OUT017",1637.64344773973
"FDE14","OUT017",1753.10937221733
"FDC28","OUT018",1502.70033545922
"FDU16","OUT018",1088.07981905375
"NCD19","OUT035",945.423883536994
"FDU21","OUT046",668.728875249143
"FDV59","OUT027",6037.77364147843
"FDU03","OUT045",2885.6724712865
"FDC33","OUT010",619.644112570098
"NCR42","OUT035",681.395563083316
"DRH59","OUT035",1304.55919406553
"NCM31","OUT035",2519.19875394631
"FDS50","OUT035",3532.4887619002
"FDP39","OUT046",768.705734796886
"FDQ55","OUT013",1899.7130226219
"FDV36","OUT019",311.450160193215
"FDI05","OUT027",2536.13529849336
"FDS45","OUT027",2864.43622038957
"FDA39","OUT045",685.360522922346
"FDC37","OUT010",334.057123577182
"FDJ60","OUT027",4148.73737285128
"DRQ35","OUT046",2096.75125537724
"NCJ06","OUT046",2096.2797374843
"NCY42","OUT018",2300.00343377923
"DRM37","OUT049",3244.44672036092
"FDR14","OUT045",702.485314316507
"FDE51","OUT049",767.042927659822
"FDT33","OUT017",2796.43091876345
"FDR08","OUT013",1824.92206826935
"FDE36","OUT010",632.901174947128
"FDL22","OUT019",273.115024739466
"FDR44","OUT013",1987.670513986
"FDI56","OUT019",266.25192528412
"FDE47","OUT010",425.145934364349
"FDV27","OUT010",272.600488395935
"FDV10","OUT049",762.735774369714
"FDC40","OUT045",1279.06083791172
"NCX41","OUT013",3454.15192998784
"NCQ38","OUT027",2549.84171415558
"FDV12","OUT027",2661.75512865968
"FDE52","OUT017",1502.63818047935
"FDG20","OUT027",4597.86696290504
"FDV16","OUT027",1421.29658418617
"FDI32","OUT017",2122.18595195778
"FDJ32","OUT049",828.914135696652
"FDN39","OUT018",2167.26789211416
"FDY34","OUT017",3061.82700300317
"FDC14","OUT035",725.00657610814
"FDA55","OUT017",4126.27826307754
"FDZ50","OUT010",575.72701617178
"DRG13","OUT049",2645.52281875566
"FDP01","OUT013",2253.19872441019
"NCG54","OUT017",2888.24604784743
"FDM13","OUT045",1924.17946371446
"NCO18","OUT027",4691.01820482397
"NCW41","OUT013",2733.74298708362
"FDM52","OUT027",4059.94267912956
"NCF55","OUT035",764.046886541875
"FDT09","OUT046",2250.82838758282
"NCM19","OUT035",1873.69221239821
"FDW12","OUT018",2159.01725428149
"FDP15","OUT019",619.141440804721
"FDK36","OUT045",789.381352396548
"FDZ25","OUT035",2904.30534643413
"NCW06","OUT049",3490.75801262961
"FDW60","OUT046",3132.35820539671
"DRC49","OUT013",2513.01034328863
"NCT17","OUT035",3224.06374973758
"NCN06","OUT018",2381.35653810169
"FDC45","OUT013",2847.37748132137
"DRJ47","OUT019",487.126088924099
"NCF06","OUT045",3403.41642542318
"FDE21","OUT010",367.722692850594
"DRG27","OUT013",682.506565441663
"FDW40","OUT049",2400.0790574675
"NCO53","OUT046",2847.4937170012
"FDE23","OUT049",682.482309493565
"FDQ16","OUT046",1698.58022066285
"FDS26","OUT045",3935.05332191164
"FDZ13","OUT010",188.267733072188
"FDS14","OUT049",2452.04346295149
"FDC10","OUT045",1704.73638015578
"FDY16","OUT049",3229.13488031569
"FDJ20","OUT035",2026.77749184636
"FDV43","OUT035",743.3751766202
"FDZ32","OUT027",2836.8724798611
"FDR23","OUT046",2546.33640646998
"FDN24","OUT035",800.941865068655
"FDE34","OUT027",5061.00154778847
"FDU31","OUT013",3844.44106131607
"FDW33","OUT018",1631.1273466617
"FDU26","OUT046",1999.91280241563
"FDE20","OUT027",4349.46595335617
"NCW05","OUT035",1598.52932363094
"FDB22","OUT018",2375.65910810958
"FDO56","OUT046",2168.85337601562
"FDA19","OUT027",3483.61297322064
"DRI39","OUT045",832.206067864209
"FDH52","OUT018",782.555706229308
"FDZ50","OUT035",3381.45253254593
"NCN42","OUT035",2356.53620294885
"FDB53","OUT013",2664.41154187816
"DRG11","OUT017",1790.98950078125
"DRK11","OUT027",3776.11158448643
"FDQ60","OUT017",1925.75253102368
"FDT36","OUT017",631.369449266969
"DRG25","OUT018",2632.99449468758
"DRJ23","OUT046",2799.61708722761
"FDG05","OUT035",2650.50017799641
"NCK06","OUT018",2022.70966348114
"FDU52","OUT017",2401.88468156154
"FDW07","OUT018",1195.58347267099
"NCM17","OUT045",793.844082274704
"FDA22","OUT045",2694.1525792847
"NCA41","OUT018",2399.65413672999
"FDF38","OUT035",740.492723758089
"FDH52","OUT046",990.950839034802
"FDY58","OUT019",531.300342340785
"FDZ16","OUT045",2863.54198901813
"NCM18","OUT017",1085.19550046908
"FDA22","OUT018",2679.48187314706
